2023-03-08 17:38:36 startup archives install
2024-05-21 20:51:55 startup archives unpack
2024-05-21 20:51:55 install fonts-ubuntu:all <none> 0.83-6ubuntu1
2024-05-21 20:51:55 status half-installed fonts-ubuntu:all 0.83-6ubuntu1
2024-05-21 20:51:55 status triggers-pending fontconfig:amd64 2.13.1-4.2ubuntu5
2024-05-21 20:51:55 status unpacked fonts-ubuntu:all 0.83-6ubuntu1
2024-05-21 20:51:55 startup packages configure
2024-05-21 20:51:55 configure fonts-ubuntu:all 0.83-6ubuntu1 <none>
2024-05-21 20:51:55 status unpacked fonts-ubuntu:all 0.83-6ubuntu1
2024-05-21 20:51:55 status half-configured fonts-ubuntu:all 0.83-6ubuntu1
2024-05-21 20:51:55 status installed fonts-ubuntu:all 0.83-6ubuntu1
2024-05-21 20:51:55 startup archives unpack
2024-05-21 20:51:55 install plymouth-label:amd64 <none> 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 status half-installed plymouth-label:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 status unpacked plymouth-label:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 startup packages configure
2024-05-21 20:51:55 configure plymouth-label:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1 <none>
2024-05-21 20:51:55 status unpacked plymouth-label:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 status half-configured plymouth-label:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 status installed plymouth-label:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 startup archives unpack
2024-05-21 20:51:55 install plymouth-theme-spinner:amd64 <none> 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 status half-installed plymouth-theme-spinner:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 status unpacked plymouth-theme-spinner:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 startup packages configure
2024-05-21 20:51:55 configure plymouth-theme-spinner:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1 <none>
2024-05-21 20:51:55 status unpacked plymouth-theme-spinner:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 status half-configured plymouth-theme-spinner:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 status installed plymouth-theme-spinner:amd64 22.02.122-0pop2~1677520013~22.04~adbc2e1
2024-05-21 20:51:55 startup archives unpack
2024-05-21 20:51:55 install pop-fonts:all <none> 1.0.3~1629904758~22.04~2da23d5
2024-05-21 20:51:55 status half-installed pop-fonts:all 1.0.3~1629904758~22.04~2da23d5
2024-05-21 20:51:56 status unpacked pop-fonts:all 1.0.3~1629904758~22.04~2da23d5
2024-05-21 20:51:56 startup packages configure
2024-05-21 20:51:56 configure pop-fonts:all 1.0.3~1629904758~22.04~2da23d5 <none>
2024-05-21 20:51:56 status unpacked pop-fonts:all 1.0.3~1629904758~22.04~2da23d5
2024-05-21 20:51:56 status half-configured pop-fonts:all 1.0.3~1629904758~22.04~2da23d5
2024-05-21 20:51:56 status installed pop-fonts:all 1.0.3~1629904758~22.04~2da23d5
2024-05-21 20:51:56 startup archives unpack
2024-05-21 20:51:56 install pop-plymouth-theme:all <none> 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 status half-installed pop-plymouth-theme:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 status unpacked pop-plymouth-theme:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 startup packages configure
2024-05-21 20:51:56 configure pop-plymouth-theme:all 2.0.2~1646089097~22.04~8cd4acc <none>
2024-05-21 20:51:56 status unpacked pop-plymouth-theme:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 status half-configured pop-plymouth-theme:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 status installed pop-plymouth-theme:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 startup archives unpack
2024-05-21 20:51:56 install plymouth-theme-pop-basic:all <none> 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 status half-installed plymouth-theme-pop-basic:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 status unpacked plymouth-theme-pop-basic:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 startup packages configure
2024-05-21 20:51:56 configure plymouth-theme-pop-basic:all 2.0.2~1646089097~22.04~8cd4acc <none>
2024-05-21 20:51:56 status unpacked plymouth-theme-pop-basic:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 status half-configured plymouth-theme-pop-basic:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 status installed plymouth-theme-pop-basic:all 2.0.2~1646089097~22.04~8cd4acc
2024-05-21 20:51:56 startup archives unpack
2024-05-21 20:51:56 install python3-chardet:all <none> 4.0.0-1
2024-05-21 20:51:56 status half-installed python3-chardet:all 4.0.0-1
2024-05-21 20:51:56 status unpacked python3-chardet:all 4.0.0-1
2024-05-21 20:51:56 startup packages configure
2024-05-21 20:51:56 configure python3-chardet:all 4.0.0-1 <none>
2024-05-21 20:51:56 status unpacked python3-chardet:all 4.0.0-1
2024-05-21 20:51:56 status half-configured python3-chardet:all 4.0.0-1
2024-05-21 20:51:57 status installed python3-chardet:all 4.0.0-1
2024-05-21 20:51:57 startup archives unpack
2024-05-21 20:51:57 install zstd:amd64 <none> 1.4.8+dfsg-3build1
2024-05-21 20:51:57 status half-installed zstd:amd64 1.4.8+dfsg-3build1
2024-05-21 20:51:57 status unpacked zstd:amd64 1.4.8+dfsg-3build1
2024-05-21 20:51:57 startup packages configure
2024-05-21 20:51:57 configure zstd:amd64 1.4.8+dfsg-3build1 <none>
2024-05-21 20:51:57 status unpacked zstd:amd64 1.4.8+dfsg-3build1
2024-05-21 20:51:57 status half-configured zstd:amd64 1.4.8+dfsg-3build1
2024-05-21 20:51:57 status installed zstd:amd64 1.4.8+dfsg-3build1
2024-05-21 20:51:57 startup archives unpack
2024-05-21 20:51:57 install python3-debian:all <none> 0.1.43ubuntu1.1
2024-05-21 20:51:57 status half-installed python3-debian:all 0.1.43ubuntu1.1
2024-05-21 20:51:57 status unpacked python3-debian:all 0.1.43ubuntu1.1
2024-05-21 20:51:57 startup packages configure
2024-05-21 20:51:57 configure python3-debian:all 0.1.43ubuntu1.1 <none>
2024-05-21 20:51:57 status unpacked python3-debian:all 0.1.43ubuntu1.1
2024-05-21 20:51:57 status half-configured python3-debian:all 0.1.43ubuntu1.1
2024-05-21 20:51:57 status installed python3-debian:all 0.1.43ubuntu1.1
2024-05-21 20:51:57 startup archives unpack
2024-05-21 20:51:57 install python3-gnupg:all <none> 0.4.8-1
2024-05-21 20:51:57 status half-installed python3-gnupg:all 0.4.8-1
2024-05-21 20:51:57 status unpacked python3-gnupg:all 0.4.8-1
2024-05-21 20:51:57 startup packages configure
2024-05-21 20:51:57 configure python3-gnupg:all 0.4.8-1 <none>
2024-05-21 20:51:57 status unpacked python3-gnupg:all 0.4.8-1
2024-05-21 20:51:57 status half-configured python3-gnupg:all 0.4.8-1
2024-05-21 20:51:58 status installed python3-gnupg:all 0.4.8-1
2024-05-21 20:51:58 startup archives unpack
2024-05-21 20:51:58 install python3-repolib:all <none> 2.2.1~1707745914~22.04~9794dc3
2024-05-21 20:51:58 status half-installed python3-repolib:all 2.2.1~1707745914~22.04~9794dc3
2024-05-21 20:51:58 status triggers-pending dbus:amd64 1.12.20-2ubuntu4.1
2024-05-21 20:51:58 status unpacked python3-repolib:all 2.2.1~1707745914~22.04~9794dc3
2024-05-21 20:51:58 startup packages configure
2024-05-21 20:51:58 configure python3-repolib:all 2.2.1~1707745914~22.04~9794dc3 <none>
2024-05-21 20:51:58 status unpacked python3-repolib:all 2.2.1~1707745914~22.04~9794dc3
2024-05-21 20:51:58 status half-configured python3-repolib:all 2.2.1~1707745914~22.04~9794dc3
2024-05-21 20:51:58 status installed python3-repolib:all 2.2.1~1707745914~22.04~9794dc3
2024-05-21 20:51:58 startup archives unpack
2024-05-21 20:51:58 install pop-default-settings:all <none> 5.1.0~1690386210~22.04~041cd94
2024-05-21 20:51:58 status half-installed pop-default-settings:all 5.1.0~1690386210~22.04~041cd94
2024-05-21 20:51:58 status triggers-pending gnome-menus:amd64 3.36.0-1ubuntu3
2024-05-21 20:51:58 status unpacked pop-default-settings:all 5.1.0~1690386210~22.04~041cd94
2024-05-21 20:51:58 startup packages configure
2024-05-21 20:51:58 configure pop-default-settings:all 5.1.0~1690386210~22.04~041cd94 <none>
2024-05-21 20:51:58 status unpacked pop-default-settings:all 5.1.0~1690386210~22.04~041cd94
2024-05-21 20:51:58 status half-configured pop-default-settings:all 5.1.0~1690386210~22.04~041cd94
2024-05-21 20:51:59 status installed pop-default-settings:all 5.1.0~1690386210~22.04~041cd94
2024-05-21 20:51:59 startup archives unpack
2024-05-21 20:51:59 install pop-keyring:all <none> 1.0.0~1641313934~22.04~356a75e
2024-05-21 20:51:59 status half-installed pop-keyring:all 1.0.0~1641313934~22.04~356a75e
2024-05-21 20:51:59 status unpacked pop-keyring:all 1.0.0~1641313934~22.04~356a75e
2024-05-21 20:52:00 startup packages configure
2024-05-21 20:52:00 configure pop-keyring:all 1.0.0~1641313934~22.04~356a75e <none>
2024-05-21 20:52:00 status unpacked pop-keyring:all 1.0.0~1641313934~22.04~356a75e
2024-05-21 20:52:00 status half-configured pop-keyring:all 1.0.0~1641313934~22.04~356a75e
2024-05-21 20:52:00 status installed pop-keyring:all 1.0.0~1641313934~22.04~356a75e
2024-05-21 20:52:00 startup archives unpack
2024-05-21 20:52:00 upgrade ubuntu-minimal:amd64 1.481 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:52:00 status half-configured ubuntu-minimal:amd64 1.481
2024-05-21 20:52:00 status unpacked ubuntu-minimal:amd64 1.481
2024-05-21 20:52:00 status half-installed ubuntu-minimal:amd64 1.481
2024-05-21 20:52:00 status unpacked ubuntu-minimal:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:52:00 install pop-container-runtime:amd64 <none> 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:52:00 status half-installed pop-container-runtime:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:52:00 status unpacked pop-container-runtime:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:52:00 startup packages configure
2024-05-21 20:52:00 configure pop-container-runtime:amd64 2.0.0~1697231037~22.04~733a5e2 <none>
2024-05-21 20:52:00 status unpacked pop-container-runtime:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:52:00 status half-configured pop-container-runtime:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:52:00 status installed pop-container-runtime:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:52:00 startup archives unpack
2024-05-21 20:52:00 install libasound2-data:all <none> 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 status half-installed libasound2-data:all 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 status unpacked libasound2-data:all 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 startup packages configure
2024-05-21 20:52:00 configure libasound2-data:all 1.2.8-1pop1~1669155503~22.04~a04c9a1 <none>
2024-05-21 20:52:00 status unpacked libasound2-data:all 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 status half-configured libasound2-data:all 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 status installed libasound2-data:all 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 startup archives unpack
2024-05-21 20:52:00 install libasound2:amd64 <none> 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 status half-installed libasound2:amd64 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 status unpacked libasound2:amd64 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 startup packages configure
2024-05-21 20:52:00 configure libasound2:amd64 1.2.8-1pop1~1669155503~22.04~a04c9a1 <none>
2024-05-21 20:52:00 status unpacked libasound2:amd64 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 status half-configured libasound2:amd64 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 status installed libasound2:amd64 1.2.8-1pop1~1669155503~22.04~a04c9a1
2024-05-21 20:52:00 startup archives unpack
2024-05-21 20:52:00 install libsamplerate0:amd64 <none> 0.2.2-1build1
2024-05-21 20:52:00 status half-installed libsamplerate0:amd64 0.2.2-1build1
2024-05-21 20:52:00 status unpacked libsamplerate0:amd64 0.2.2-1build1
2024-05-21 20:52:00 startup packages configure
2024-05-21 20:52:00 configure libsamplerate0:amd64 0.2.2-1build1 <none>
2024-05-21 20:52:00 status unpacked libsamplerate0:amd64 0.2.2-1build1
2024-05-21 20:52:00 status half-configured libsamplerate0:amd64 0.2.2-1build1
2024-05-21 20:52:00 status installed libsamplerate0:amd64 0.2.2-1build1
2024-05-21 20:52:00 startup archives unpack
2024-05-21 20:52:00 install libjack-jackd2-0:amd64 <none> 1.9.20~dfsg-1
2024-05-21 20:52:00 status half-installed libjack-jackd2-0:amd64 1.9.20~dfsg-1
2024-05-21 20:52:00 status unpacked libjack-jackd2-0:amd64 1.9.20~dfsg-1
2024-05-21 20:52:01 startup packages configure
2024-05-21 20:52:01 configure libjack-jackd2-0:amd64 1.9.20~dfsg-1 <none>
2024-05-21 20:52:01 status unpacked libjack-jackd2-0:amd64 1.9.20~dfsg-1
2024-05-21 20:52:01 status half-configured libjack-jackd2-0:amd64 1.9.20~dfsg-1
2024-05-21 20:52:01 status installed libjack-jackd2-0:amd64 1.9.20~dfsg-1
2024-05-21 20:52:01 startup archives unpack
2024-05-21 20:52:01 install libasyncns0:amd64 <none> 0.8-6build2
2024-05-21 20:52:01 status half-installed libasyncns0:amd64 0.8-6build2
2024-05-21 20:52:01 status unpacked libasyncns0:amd64 0.8-6build2
2024-05-21 20:52:01 startup packages configure
2024-05-21 20:52:01 configure libasyncns0:amd64 0.8-6build2 <none>
2024-05-21 20:52:01 status unpacked libasyncns0:amd64 0.8-6build2
2024-05-21 20:52:01 status half-configured libasyncns0:amd64 0.8-6build2
2024-05-21 20:52:01 status installed libasyncns0:amd64 0.8-6build2
2024-05-21 20:52:01 startup archives unpack
2024-05-21 20:52:01 install libogg0:amd64 <none> 1.3.5-0ubuntu3
2024-05-21 20:52:01 status half-installed libogg0:amd64 1.3.5-0ubuntu3
2024-05-21 20:52:01 status unpacked libogg0:amd64 1.3.5-0ubuntu3
2024-05-21 20:52:01 startup packages configure
2024-05-21 20:52:01 configure libogg0:amd64 1.3.5-0ubuntu3 <none>
2024-05-21 20:52:01 status unpacked libogg0:amd64 1.3.5-0ubuntu3
2024-05-21 20:52:01 status half-configured libogg0:amd64 1.3.5-0ubuntu3
2024-05-21 20:52:01 status installed libogg0:amd64 1.3.5-0ubuntu3
2024-05-21 20:52:01 startup archives unpack
2024-05-21 20:52:01 install libflac8:amd64 <none> 1.3.3-2ubuntu0.2
2024-05-21 20:52:01 status half-installed libflac8:amd64 1.3.3-2ubuntu0.2
2024-05-21 20:52:01 status unpacked libflac8:amd64 1.3.3-2ubuntu0.2
2024-05-21 20:52:01 startup packages configure
2024-05-21 20:52:01 configure libflac8:amd64 1.3.3-2ubuntu0.2 <none>
2024-05-21 20:52:01 status unpacked libflac8:amd64 1.3.3-2ubuntu0.2
2024-05-21 20:52:01 status half-configured libflac8:amd64 1.3.3-2ubuntu0.2
2024-05-21 20:52:01 status installed libflac8:amd64 1.3.3-2ubuntu0.2
2024-05-21 20:52:01 startup archives unpack
2024-05-21 20:52:01 install libopus0:amd64 <none> 1.3.1-0.1build2
2024-05-21 20:52:01 status half-installed libopus0:amd64 1.3.1-0.1build2
2024-05-21 20:52:01 status unpacked libopus0:amd64 1.3.1-0.1build2
2024-05-21 20:52:01 startup packages configure
2024-05-21 20:52:01 configure libopus0:amd64 1.3.1-0.1build2 <none>
2024-05-21 20:52:01 status unpacked libopus0:amd64 1.3.1-0.1build2
2024-05-21 20:52:01 status half-configured libopus0:amd64 1.3.1-0.1build2
2024-05-21 20:52:01 status installed libopus0:amd64 1.3.1-0.1build2
2024-05-21 20:52:01 startup archives unpack
2024-05-21 20:52:01 install libvorbis0a:amd64 <none> 1.3.7-1build2
2024-05-21 20:52:01 status half-installed libvorbis0a:amd64 1.3.7-1build2
2024-05-21 20:52:01 status unpacked libvorbis0a:amd64 1.3.7-1build2
2024-05-21 20:52:01 startup packages configure
2024-05-21 20:52:01 configure libvorbis0a:amd64 1.3.7-1build2 <none>
2024-05-21 20:52:01 status unpacked libvorbis0a:amd64 1.3.7-1build2
2024-05-21 20:52:01 status half-configured libvorbis0a:amd64 1.3.7-1build2
2024-05-21 20:52:01 status installed libvorbis0a:amd64 1.3.7-1build2
2024-05-21 20:52:01 startup archives unpack
2024-05-21 20:52:02 install libvorbisenc2:amd64 <none> 1.3.7-1build2
2024-05-21 20:52:02 status half-installed libvorbisenc2:amd64 1.3.7-1build2
2024-05-21 20:52:02 status unpacked libvorbisenc2:amd64 1.3.7-1build2
2024-05-21 20:52:02 startup packages configure
2024-05-21 20:52:02 configure libvorbisenc2:amd64 1.3.7-1build2 <none>
2024-05-21 20:52:02 status unpacked libvorbisenc2:amd64 1.3.7-1build2
2024-05-21 20:52:02 status half-configured libvorbisenc2:amd64 1.3.7-1build2
2024-05-21 20:52:02 status installed libvorbisenc2:amd64 1.3.7-1build2
2024-05-21 20:52:02 startup archives unpack
2024-05-21 20:52:02 install libsndfile1:amd64 <none> 1.0.31-2ubuntu0.1
2024-05-21 20:52:02 status half-installed libsndfile1:amd64 1.0.31-2ubuntu0.1
2024-05-21 20:52:02 status unpacked libsndfile1:amd64 1.0.31-2ubuntu0.1
2024-05-21 20:52:02 startup packages configure
2024-05-21 20:52:02 configure libsndfile1:amd64 1.0.31-2ubuntu0.1 <none>
2024-05-21 20:52:02 status unpacked libsndfile1:amd64 1.0.31-2ubuntu0.1
2024-05-21 20:52:02 status half-configured libsndfile1:amd64 1.0.31-2ubuntu0.1
2024-05-21 20:52:02 status installed libsndfile1:amd64 1.0.31-2ubuntu0.1
2024-05-21 20:52:02 startup archives unpack
2024-05-21 20:52:02 install libx11-xcb1:amd64 <none> 2:1.7.5-1ubuntu0.3
2024-05-21 20:52:02 status half-installed libx11-xcb1:amd64 2:1.7.5-1ubuntu0.3
2024-05-21 20:52:02 status unpacked libx11-xcb1:amd64 2:1.7.5-1ubuntu0.3
2024-05-21 20:52:02 startup packages configure
2024-05-21 20:52:02 configure libx11-xcb1:amd64 2:1.7.5-1ubuntu0.3 <none>
2024-05-21 20:52:02 status unpacked libx11-xcb1:amd64 2:1.7.5-1ubuntu0.3
2024-05-21 20:52:02 status half-configured libx11-xcb1:amd64 2:1.7.5-1ubuntu0.3
2024-05-21 20:52:02 status installed libx11-xcb1:amd64 2:1.7.5-1ubuntu0.3
2024-05-21 20:52:02 startup archives unpack
2024-05-21 20:52:02 install libpulse0:amd64 <none> 1:15.99.1+dfsg1-1ubuntu2.2
2024-05-21 20:52:02 status half-installed libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2
2024-05-21 20:52:02 status unpacked libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2
2024-05-21 20:52:02 startup packages configure
2024-05-21 20:52:02 configure libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2 <none>
2024-05-21 20:52:02 status unpacked libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2
2024-05-21 20:52:02 status half-configured libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2
2024-05-21 20:52:02 status installed libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2
2024-05-21 20:52:02 startup archives unpack
2024-05-21 20:52:02 install libasound2-plugins:amd64 <none> 1.2.6-1
2024-05-21 20:52:02 status half-installed libasound2-plugins:amd64 1.2.6-1
2024-05-21 20:52:02 status unpacked libasound2-plugins:amd64 1.2.6-1
2024-05-21 20:52:02 startup packages configure
2024-05-21 20:52:02 configure libasound2-plugins:amd64 1.2.6-1 <none>
2024-05-21 20:52:02 status unpacked libasound2-plugins:amd64 1.2.6-1
2024-05-21 20:52:02 status half-configured libasound2-plugins:amd64 1.2.6-1
2024-05-21 20:52:02 status installed libasound2-plugins:amd64 1.2.6-1
2024-05-21 20:52:02 startup archives unpack
2024-05-21 20:52:03 install libldacbt-enc2:amd64 <none> 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 status half-installed libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 status unpacked libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 startup packages configure
2024-05-21 20:52:03 configure libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4 <none>
2024-05-21 20:52:03 status unpacked libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 status half-configured libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 status installed libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 startup archives unpack
2024-05-21 20:52:03 install libldacbt-abr2:amd64 <none> 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 status half-installed libldacbt-abr2:amd64 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 status unpacked libldacbt-abr2:amd64 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 startup packages configure
2024-05-21 20:52:03 configure libldacbt-abr2:amd64 2.0.2.3+git20200429+ed310a0-4 <none>
2024-05-21 20:52:03 status unpacked libldacbt-abr2:amd64 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 status half-configured libldacbt-abr2:amd64 2.0.2.3+git20200429+ed310a0-4
2024-05-21 20:52:03 status installed libldacbt-abr2:amd64 2.0.2.3+git20200429+ed310a0-4
